x3,y3,x4,y4,x5,y5,x6,y6,Digit
65,83,43,56,12,36,25,13,2
69,93,54,58,25,29,4,5,2
46,72,27,42,2,17,29,4,2
68,87,56,51,25,22,2,2,2
67,84,48,50,16,23,16,2,2
56,78,48,34,19,0,11,13,2
80,86,70,42,40,7,14,0,2
54,91,51,55,29,22,3,0,2
55,71,45,35,14,8,9,19,2
100,94,90,65,55,41,13,18,2
57,99,60,64,38,30,11,2,2
56,86,45,51,26,19,34,0,2
49,87,39,54,15,26,24,11,2
74,80,40,55,1,35,15,12,2
56,98,53,58,26,26,15,4,2
56,71,37,40,1,19,15,19,2
93,90,89,63,60,39,28,17,2
63,75,51,39,15,16,14,27,2
54,97,68,72,60,43,48,16,2
37,81,32,49,11,22,23,6,2
77,99,100,75,70,50,30,28,2
72,84,54,55,26,30,13,3,2
94,98,100,69,58,44,14,21,2
52,79,37,37,5,3,6,0,2
87,99,100,71,63,46,23,24,2
70,100,93,70,61,38,15,12,2
70,87,48,49,16,18,11,0,2
99,100,100,73,55,46,8,21,2
66,87,58,54,34,27,19,0,2
48,77,34,52,12,30,12,8,2
56,100,42,60,14,25,11,0,2
53,83,41,43,14,10,13,0,2
34,88,26,55,15,23,28,0,2
49,100,72,71,43,39,10,10,2
64,99,69,63,53,29,28,0,2
31,68,22,34,7,2,34,0,2
50,89,40,40,10,2,12,4,2
100,94,93,66,55,41,9,19,2
74,88,56,40,17,10,10,23,2
51,93,50,51,33,13,25,0,2
48,73,33,40,9,13,24,0,2
54,77,37,42,5,14,2,17,2
56,72,38,40,8,13,1,0,2
54,85,44,55,22,29,33,7,2
45,100,70,79,45,49,35,15,2
64,88,49,58,24,30,10,1,2
58,77,46,37,10,12,19,24,2
65,100,75,72,53,43,28,16,2
43,71,36,37,9,8,7,12,2
89,87,75,59,44,36,9,14,2
57,94,37,53,0,22,5,18,2
71,87,61,53,33,28,21,3,2
82,97,100,71,80,44,47,20,2
66,81,66,55,51,30,26,8,2
66,100,81,75,58,49,34,22,2
56,88,44,47,14,15,13,0,2
89,85,75,57,42,32,0,11,2
49,77,39,50,21,25,20,5,2
46,77,43,45,31,16,34,0,2
100,96,93,69,57,45,15,21,2
56,72,40,31,3,10,19,22,2
63,100,55,61,26,29,19,0,2
58,90,45,58,25,30,23,0,2
61,77,34,52,0,30,4,10,2
61,89,51,57,28,28,0,2,2
88,91,82,66,55,44,26,23,2
65,88,49,52,21,24,30,6,2
53,98,43,65,18,38,20,8,2
69,87,62,57,34,32,2,8,2
65,81,51,55,30,29,11,4,2
55,80,34,52,6,27,21,5,2
78,83,66,55,36,31,11,6,2
41,99,60,83,53,52,56,20,2
66,77,58,34,20,12,15,21,2
97,88,79,65,47,45,15,23,2
60,85,62,51,42,21,26,2,2
27,60,10,21,2,1,35,0,2
70,88,65,38,28,10,11,16,2
61,87,55,48,24,22,26,3,2
73,84,65,46,32,19,14,23,2
74,93,69,60,41,29,0,3,2
68,86,61,55,31,31,20,9,2
93,97,100,71,70,48,34,26,2
65,83,55,40,20,12,13,16,2
100,91,83,65,48,42,9,18,2
56,91,69,50,38,15,10,10,2
94,87,80,63,53,42,23,20,2
68,83,56,52,24,29,16,20,2
53,84,42,50,16,24,27,5,2
69,100,86,77,59,50,28,26,2
60,80,34,53,1,29,0,4,2
63,82,58,40,26,12,20,16,2
78,96,100,74,70,51,37,30,2
51,80,53,46,37,15,30,0,2
32,63,15,31,11,10,41,7,2
54,90,46,62,28,36,18,9,2
77,92,73,61,46,34,17,8,2
66,97,62,63,37,33,12,6,2
55,87,48,42,15,9,1,17,2
58,86,56,50,29,22,14,1,2
53,100,71,77,49,46,35,14,2
24,66,7,34,0,14,34,9,2
55,77,55,31,7,2,0,6,2
81,75,59,33,22,0,0,3,2
27,69,14,32,0,0,33,5,2
59,78,45,48,22,21,0,0,2
37,82,33,53,5,28,4,6,2
75,100,64,65,31,36,0,8,2
25,66,14,32,0,3,34,0,2
53,73,32,42,0,19,29,32,2
66,76,42,45,4,22,0,3,2
63,78,55,32,14,4,0,15,2
47,75,35,35,8,1,0,2,2
50,72,30,38,0,13,25,2,2
59,70,37,39,3,13,0,9,2
73,75,52,39,6,16,0,31,2
100,91,93,65,62,43,25,23,2
54,70,30,39,0,13,14,4,2
79,95,67,61,33,33,0,5,2
34,72,18,41,0,12,30,1,2
65,100,67,63,44,27,0,0,2
59,70,39,39,5,13,0,16,2
61,67,38,31,0,12,21,27,2
29,64,21,29,0,2,33,2,2
58,73,36,42,5,15,0,0,2
54,73,32,43,0,21,18,6,2
70,72,47,35,9,7,0,6,2
54,72,32,42,0,18,15,10,2
89,80,57,52,17,30,0,5,2
59,72,42,27,0,5,5,24,2
58,96,41,53,7,18,0,8,2
74,95,66,68,34,43,0,19,2
65,91,45,58,13,31,0,6,2
68,76,59,46,33,21,0,0,2
74,74,56,44,25,18,0,3,2
60,78,31,55,0,34,10,13,2
49,73,29,42,0,16,20,19,2
95,100,88,70,48,43,0,18,2
61,82,37,36,2,0,0,0,2
67,100,59,57,29,22,0,0,2
56,62,44,21,0,13,35,25,2
62,77,50,42,24,12,0,0,2
53,79,44,41,9,14,0,6,2
73,71,56,29,19,0,0,11,2
66,78,56,38,19,10,0,6,2
52,73,31,43,0,20,20,9,2
74,77,52,41,13,14,0,17,2
61,76,37,36,5,1,0,1,2
70,87,51,53,13,28,0,4,2
62,87,43,39,3,7,0,1,2
100,100,74,70,36,42,0,15,2
77,74,43,45,5,20,0,3,2
79,77,44,46,1,23,0,13,2
96,81,60,55,16,33,0,8,2
78,99,83,66,47,35,0,10,2
65,69,41,34,0,12,2,8,2
56,75,30,53,0,32,3,11,2
75,78,44,48,4,22,0,0,2
59,67,35,34,0,27,30,32,2
41,68,24,36,0,10,33,3,2
83,96,63,66,27,42,0,13,2
60,79,40,42,6,13,0,9,2
65,77,34,53,0,31,1,7,2
41,74,24,34,0,0,22,15,2
50,63,34,28,0,5,18,8,2
56,79,30,52,0,27,0,2,2
62,71,34,39,0,14,15,8,2
73,80,39,53,0,28,0,4,2
72,79,46,45,12,15,0,0,2
97,86,70,62,34,42,0,20,2
63,96,60,57,27,26,0,0,2
63,79,41,52,13,29,0,2,2
64,79,48,41,16,11,0,8,2
50,89,37,51,7,18,0,12,2
81,95,78,62,43,35,0,10,2
51,68,29,31,0,2,30,7,2
93,95,81,62,43,34,0,10,2
68,70,50,24,8,0,0,6,2
76,82,70,40,28,13,0,4,2
49,100,55,56,26,17,0,0,2
72,77,42,46,0,23,2,14,2
60,76,40,43,7,16,0,9,2
76,97,71,57,41,23,0,0,2
50,69,28,38,0,13,23,1,2
94,95,84,64,47,37,0,14,2
72,65,46,29,8,0,0,16,2
55,80,31,50,0,23,4,0,2
68,86,54,49,21,20,0,5,2
87,83,61,58,27,36,0,13,2
57,82,32,39,0,5,19,0,2
93,81,49,56,0,35,14,16,2
65,62,38,23,0,0,13,18,2
67,75,43,47,12,22,0,0,2
76,81,54,35,15,0,0,14,2
76,84,51,50,0,26,12,26,2
100,81,83,48,47,23,0,6,2
58,67,30,39,0,15,21,0,2
81,83,57,51,18,26,0,9,2
34,58,13,28,0,12,34,5,2
92,84,71,53,36,29,0,5,2
62,70,41,35,11,3,0,15,2
68,73,38,44,0,20,16,19,2
58,76,44,36,11,4,0,1,2
71,66,38,36,0,12,15,1,2
87,85,69,45,32,16,0,8,2
72,77,66,36,31,2,0,14,2
57,70,31,37,0,11,17,3,2
65,67,40,28,0,12,18,31,2
69,65,40,26,0,0,4,6,2
62,73,38,35,0,8,5,0,2
58,62,32,33,0,13,27,9,2
87,80,61,57,30,34,0,12,2
49,69,26,40,0,11,21,0,2
71,77,45,51,11,30,0,11,2
64,84,54,45,28,10,0,5,2
62,85,34,55,0,27,1,0,2
77,100,100,70,66,39,0,19,2
51,67,30,38,0,16,27,8,2
63,65,39,22,0,0,13,20,2
56,68,42,32,0,14,36,12,2
59,65,34,28,0,1,16,11,2
61,65,36,33,0,6,0,13,2
73,63,46,29,0,16,5,29,2
76,71,52,40,13,16,0,13,2
74,63,45,25,2,0,0,15,2
77,66,57,25,9,3,0,7,2
80,91,61,53,24,26,0,15,2
70,70,49,37,18,7,0,7,2
72,75,54,44,24,18,0,11,2
52,68,43,30,0,12,49,5,2
66,57,39,21,0,0,15,29,2
80,76,61,48,33,23,0,1,2
86,75,49,52,11,29,0,3,2
75,55,44,17,0,0,6,24,2
57,74,35,29,0,0,15,26,2
65,77,43,36,1,11,0,8,2
62,66,41,30,0,13,38,10,2
76,77,49,40,9,13,0,15,2
76,68,57,34,16,13,0,9,2
40,57,19,21,0,14,33,15,2
72,87,63,48,35,16,0,10,2
84,76,66,41,37,11,0,3,2
67,70,37,43,0,22,12,18,2
93,82,71,51,33,26,0,0,2
76,79,49,47,11,21,0,0,2
78,78,60,41,25,12,0,4,2
68,71,45,38,11,12,0,8,2
63,58,39,17,0,0,18,17,2
87,74,69,45,38,19,0,0,2
74,75,59,39,30,9,0,8,2
78,64,56,27,13,2,0,19,2
92,91,81,52,50,18,0,0,2
90,81,68,52,34,27,0,4,2
69,65,39,31,0,5,7,18,2
100,85,81,53,38,28,0,26,2
82,74,66,39,31,12,0,3,2
78,69,63,38,34,10,0,12,2
89,96,77,56,40,24,0,11,2
82,88,76,53,43,24,0,0,2
64,69,47,35,15,8,0,0,2
55,53,33,14,0,0,30,11,2
55,65,30,37,0,14,26,9,2
75,71,39,43,0,17,11,4,2
81,97,69,53,39,15,0,1,2
40,100,68,72,56,32,28,0,2
100,72,66,38,7,19,0,33,2
76,71,56,35,21,7,0,4,2
77,84,49,49,14,20,0,0,2
83,80,70,46,31,24,0,7,2
72,77,56,44,32,12,0,4,2
74,71,44,44,3,22,0,18,2
82,77,62,43,24,17,0,8,2
100,100,94,60,56,25,0,0,2
81,71,54,36,16,9,0,2,2
86,69,70,24,24,0,0,4,2
78,100,91,62,51,28,0,2,2
59,71,44,34,0,18,32,26,2
87,75,66,39,24,15,0,15,2
100,79,79,56,41,37,0,20,2
68,67,36,40,0,17,27,1,2
99,75,71,45,24,25,0,29,2
77,77,41,42,0,15,2,0,2
63,73,43,36,0,16,29,16,2
58,57,37,16,0,0,24,20,2
100,69,76,27,34,0,0,10,2
76,78,57,41,24,11,0,8,2
47,63,25,30,0,4,34,2,2
100,79,72,52,35,31,0,9,2
64,85,43,48,0,21,6,19,2
57,68,36,29,0,3,15,8,2
53,57,34,19,0,0,23,19,2
69,70,55,32,19,3,0,8,2
60,67,38,22,0,0,14,16,2
47,50,22,20,0,17,33,17,2
94,68,60,37,10,19,0,31,2
95,70,68,39,32,11,0,10,2
89,68,60,36,16,13,0,22,2
73,68,49,38,19,10,0,4,2
85,100,74,60,43,25,0,0,2
89,77,69,44,31,17,0,22,2
54,50,32,8,0,0,28,16,2
96,81,80,43,45,10,0,0,2
78,72,46,41,0,16,1,5,2
62,69,34,40,0,16,12,11,2
91,85,69,49,34,20,0,0,2
100,82,85,40,44,11,0,0,2
58,67,35,39,0,32,27,22,2
79,88,71,54,42,24,0,0,2
100,91,84,67,52,46,18,28,2
100,85,78,46,37,20,0,4,2
86,68,60,26,18,0,0,18,2
84,94,71,52,42,16,0,3,2
100,94,74,67,37,43,0,20,2
67,71,50,36,0,26,29,19,2
81,100,85,53,48,16,0,0,2
63,53,36,15,0,0,24,20,2
94,83,79,49,43,21,0,0,2
94,86,75,47,43,14,0,2,2
60,73,40,38,0,14,0,3,2
100,78,77,49,41,25,0,5,2
83,79,61,39,20,12,0,14,2
80,62,47,25,5,0,0,3,2
100,88,74,57,33,32,0,21,2
54,62,30,32,0,10,29,7,2
79,70,54,41,23,16,0,0,2
82,99,64,43,25,5,0,0,2
94,83,75,47,39,18,0,0,2
72,57,42,22,0,0,3,2,2
70,63,43,29,5,4,0,1,2
76,99,63,47,30,5,0,0,2
18,100,94,92,59,61,4,32,2
79,90,56,44,19,6,0,6,2
100,83,83,46,47,17,0,0,2
75,72,55,45,26,21,0,0,2
100,73,75,47,41,25,0,5,2
77,71,49,46,16,23,0,0,2
68,57,40,23,0,15,19,30,2
67,88,48,40,12,3,0,8,2
61,56,37,19,0,0,20,13,2
93,79,67,39,28,8,0,12,2
79,60,47,28,0,11,8,24,2
100,77,82,40,47,11,0,0,2
92,95,88,47,48,15,0,0,2
100,75,75,43,36,20,0,28,2
70,66,43,34,8,6,0,11,2
100,93,82,53,45,20,0,0,2
69,61,37,34,0,12,9,0,2
87,83,69,43,34,11,0,6,2
93,77,68,43,34,15,0,1,2
100,74,77,48,41,27,0,9,2
100,93,77,60,42,31,0,3,2
98,69,83,37,52,9,0,3,2
64,60,36,27,0,2,12,4,2
70,55,39,18,0,0,16,23,2
95,78,72,50,40,25,0,3,2
92,89,75,50,43,16,0,0,2
86,87,63,42,25,9,0,4,2
71,60,41,27,0,0,1,26,2
91,67,68,33,28,10,0,17,2
88,100,94,63,51,34,0,12,2
55,66,33,36,0,16,23,9,2
90,79,67,43,28,16,0,22,2
94,76,77,43,47,15,0,1,2
100,78,76,54,42,32,7,13,2
83,49,46,14,0,0,6,29,2
94,71,69,46,37,22,0,2,2
100,80,78,53,42,30,0,8,2
95,62,66,26,21,0,0,15,2
100,98,78,53,42,18,0,6,2
100,100,90,63,50,35,0,14,2
93,71,69,44,36,20,0,0,2
100,73,74,42,40,16,0,0,2
100,66,76,30,36,5,0,0,2
88,95,64,69,73,43,100,13,3
72,79,37,52,51,41,100,27,3
80,80,43,53,54,45,100,25,3
81,90,65,61,100,45,97,15,3
56,93,53,67,66,42,100,20,3
100,98,87,76,56,56,74,34,3
79,78,39,55,67,48,100,21,3
77,97,39,64,61,38,100,10,3
79,99,85,67,70,41,100,16,3
75,89,39,69,49,49,100,35,3
90,100,100,83,71,63,57,40,3
62,83,57,60,70,39,100,22,3
84,99,82,75,84,52,100,28,3
98,88,87,61,53,42,100,27,3
80,88,43,67,71,45,100,23,3
73,83,38,57,60,42,100,22,3
100,93,69,70,38,48,96,35,3
88,91,45,68,49,43,100,25,3
68,87,50,61,92,44,100,14,3
100,95,85,74,44,57,33,37,3
88,100,64,65,49,39,100,22,3
80,99,66,69,68,44,100,20,3
74,96,56,63,75,43,100,14,3
86,88,42,63,52,47,100,27,3
60,81,58,59,96,44,100,14,3
83,88,65,65,69,43,100,22,3
80,89,58,61,68,39,100,15,3
91,100,96,80,75,57,100,36,3
74,89,62,64,61,39,100,21,3
67,76,53,61,99,48,100,15,3
68,97,59,70,55,50,100,37,3
59,76,24,49,70,43,100,21,3
36,75,28,52,89,52,100,27,3
75,86,50,55,58,40,100,21,3
84,95,82,69,75,43,100,19,3
92,97,74,72,62,46,100,24,3
85,88,57,64,69,40,100,17,3
81,92,49,65,86,53,100,24,3
67,98,50,67,63,60,100,36,3
69,85,62,58,66,32,100,14,3
64,100,100,85,72,60,35,42,3
66,100,100,79,66,55,94,27,3
86,75,33,52,54,45,100,19,3
85,93,72,67,94,36,100,4,3
59,77,61,54,91,35,100,15,3
72,76,35,51,69,45,100,21,3
98,97,93,71,81,44,100,15,3
90,88,69,59,73,48,100,19,3
79,98,94,79,72,57,100,33,3
81,95,57,72,69,51,100,29,3
77,91,65,65,68,40,100,19,3
68,90,60,62,72,37,100,16,3
82,92,45,70,69,45,100,16,3
95,100,100,82,57,61,62,37,3
52,100,100,91,84,65,45,46,3
64,89,53,64,67,41,100,25,3
70,87,68,61,70,34,100,15,3
66,72,27,48,59,43,100,21,3
88,93,63,65,69,48,100,21,3
65,85,55,60,69,37,100,18,3
80,91,63,57,57,43,100,25,3
64,100,93,91,93,62,100,35,3
74,83,53,57,67,32,100,12,3
90,92,50,64,52,53,100,35,3
81,100,72,75,82,43,100,12,3
91,78,41,52,47,45,100,20,3
70,88,55,58,97,39,100,10,3
100,100,77,76,94,38,94,0,3
100,91,67,71,55,49,79,24,3
91,82,52,55,62,54,100,27,3
70,100,98,79,75,50,100,15,3
88,97,86,71,79,41,100,11,3
100,100,78,76,76,52,90,30,3
81,92,51,64,85,47,100,16,3
85,89,51,64,100,45,96,13,3
100,91,71,60,46,44,89,25,3
80,98,68,69,93,46,100,13,3
57,79,39,52,90,41,100,15,3
83,85,57,60,59,41,100,21,3
100,91,66,68,78,39,97,9,3
82,79,49,50,70,45,100,19,3
63,79,28,55,63,41,100,25,3
89,100,100,81,77,59,62,34,3
79,77,54,50,85,44,100,22,3
95,93,55,70,78,50,100,29,3
76,80,44,58,73,43,100,21,3
79,82,26,62,56,46,100,22,3
83,83,60,56,100,38,86,13,3
100,89,70,63,30,40,85,26,3
100,92,83,71,54,52,65,32,3
93,82,79,54,41,31,0,10,3
28,70,26,55,83,58,100,31,3
86,81,46,62,92,45,100,18,3
79,83,53,66,100,52,93,19,3
89,100,100,80,64,60,74,36,3
100,89,65,67,71,52,92,31,3
76,80,30,63,73,43,100,17,3
69,76,40,52,91,45,100,19,3
100,96,71,66,100,46,99,13,3
86,100,100,80,68,59,73,35,3
91,88,76,61,92,37,100,14,3
96,81,64,55,93,48,100,18,3
86,87,51,58,79,50,100,19,3
84,95,64,67,85,50,100,23,3
100,94,78,63,85,36,73,6,3
84,78,53,48,85,40,100,14,3
88,87,55,62,100,43,98,13,3
92,84,64,58,62,36,100,17,3
100,98,69,68,85,43,100,14,3
60,82,59,63,100,41,92,6,3
90,88,72,57,99,52,100,18,3
85,84,56,53,100,42,92,10,3
83,82,52,59,87,39,100,14,3
100,96,83,66,72,50,87,16,3
92,95,75,63,46,36,100,16,3
100,94,82,69,97,44,93,19,3
92,86,54,64,81,46,100,22,3
100,98,97,72,52,54,74,30,3
84,84,54,51,88,43,100,10,3
79,100,70,73,79,49,100,15,3
100,94,68,69,80,39,95,10,3
81,90,64,60,64,30,100,9,3
97,87,69,58,76,47,100,15,3
90,80,52,54,75,51,100,24,3
100,97,90,72,68,48,73,21,3
91,99,80,71,100,43,92,17,3
100,86,64,59,72,42,98,17,3
92,87,70,63,96,42,100,17,3
100,95,71,64,59,52,83,20,3
90,78,49,55,70,39,100,12,3
99,94,81,64,45,41,100,27,3
79,77,43,46,83,36,100,9,3
82,85,60,62,100,47,86,23,3
88,89,52,60,75,35,100,7,3
71,74,50,55,99,42,100,13,3
72,92,53,60,75,45,100,18,3
87,83,49,59,87,47,100,19,3
100,99,93,78,57,60,64,36,3
96,82,72,55,100,34,98,7,3
86,89,56,61,79,33,100,5,3
96,93,85,66,88,40,100,15,3
94,88,61,65,100,43,96,12,3
86,81,48,57,77,46,100,21,3
100,90,64,66,85,40,94,12,3
83,82,55,53,59,39,100,20,3
66,75,56,53,100,36,94,10,3
90,85,68,51,66,44,100,15,3
70,77,56,54,100,45,91,13,3
97,82,66,55,60,40,100,23,3
98,94,63,62,67,49,100,15,3
90,81,43,57,90,55,100,22,3
76,79,45,64,90,45,100,14,3
93,80,68,58,100,36,92,8,3
100,100,99,78,86,52,78,26,3
70,80,53,53,100,42,98,12,3
68,79,49,52,95,38,100,9,3
100,99,73,66,55,44,97,22,3
96,77,72,50,64,39,100,15,3
78,78,41,58,63,41,100,23,3
54,69,47,50,100,48,99,20,3
100,100,94,79,73,55,69,25,3
78,80,42,61,88,43,100,13,3
100,81,68,54,82,50,89,19,3
71,72,45,52,98,47,100,17,3
73,87,42,60,72,49,100,26,3
93,83,60,58,73,43,100,22,3
100,95,74,65,83,41,93,9,3
59,74,53,53,100,42,98,15,3
69,75,50,52,100,44,96,18,3
100,87,72,60,71,38,95,15,3
71,78,59,51,100,34,86,11,3
85,94,67,63,100,43,95,11,3
92,86,73,61,92,35,100,9,3
100,83,71,57,94,34,95,12,3
87,79,62,49,83,38,100,12,3
92,78,51,53,55,37,100,17,3
74,82,47,53,84,44,100,17,3
90,99,65,67,72,56,100,28,3
100,80,59,61,99,39,95,10,3
82,76,61,49,100,36,93,10,3
100,98,79,71,63,50,82,19,3
100,84,73,60,82,37,98,12,3
90,100,80,75,76,44,100,14,3
100,93,80,73,68,51,76,28,3
87,86,62,57,100,49,85,19,3
88,93,64,60,99,43,100,9,3
85,76,59,47,82,41,100,15,3
86,83,66,57,100,35,87,6,3
68,84,51,59,78,37,100,15,3
100,90,67,63,50,35,97,17,3
76,90,49,64,57,50,100,27,3
70,81,60,48,65,41,100,16,3
86,89,86,67,100,45,88,24,3
78,78,50,50,68,48,100,21,3
74,75,44,55,94,43,100,16,3
92,100,100,75,68,51,97,27,3
65,78,66,52,100,33,81,7,3
100,88,63,63,35,41,80,21,3
88,84,56,56,79,43,100,19,3
100,97,92,76,65,57,70,33,3
100,87,62,69,70,47,88,23,3
61,90,31,64,77,53,100,27,3
92,85,56,56,90,42,100,15,3
81,82,73,61,100,37,81,11,3
83,83,57,57,100,40,90,10,3
91,79,68,54,83,40,100,16,3
82,80,53,54,77,40,100,18,3
100,95,58,72,50,47,90,20,3
100,94,88,67,97,40,78,17,3
92,77,45,59,81,43,100,11,3
92,78,51,53,70,49,100,23,3
73,83,68,53,100,34,76,8,3
86,84,52,60,84,43,100,16,3
77,77,50,53,96,40,100,19,3
77,84,36,62,69,42,100,17,3
100,85,67,58,96,40,92,9,3
100,94,78,68,51,44,83,25,3
80,73,36,50,94,38,100,9,3
72,80,65,61,100,43,81,14,3
93,92,68,63,77,40,100,13,3
77,77,53,50,78,40,100,17,3
100,86,67,60,94,43,75,14,3
87,90,56,59,100,40,83,9,3
100,77,62,50,53,36,94,17,3
83,80,73,61,100,39,81,14,3
90,82,62,57,95,42,100,17,3
79,90,56,63,86,51,100,26,3
84,85,58,63,100,45,98,21,3
78,80,64,63,100,41,84,11,3
60,86,76,68,100,44,78,18,3
100,93,79,71,66,47,68,22,3
82,75,45,53,87,43,100,18,3
66,94,45,65,69,54,100,29,3
100,85,62,61,78,50,83,14,3
100,90,75,71,59,50,68,27,3
88,81,47,59,81,43,100,15,3
100,100,87,78,62,56,61,30,3
87,96,97,68,79,44,100,16,3
91,86,64,60,100,42,82,10,3
90,78,46,59,94,47,100,18,3
66,71,63,64,100,44,78,14,3
94,83,49,64,73,47,100,20,3
78,78,53,56,100,44,93,16,3
83,72,52,51,100,49,91,13,3
100,81,70,57,94,39,89,9,3
100,92,68,66,81,38,82,9,3
80,72,67,54,100,34,77,9,3
81,75,59,60,100,43,86,10,3
100,76,52,57,89,53,97,21,3
97,87,58,64,100,44,100,11,3
91,100,82,67,64,51,100,26,3
87,73,47,49,92,44,100,16,3
100,75,62,51,82,45,85,13,3
77,100,64,70,74,52,100,26,3
100,77,62,52,71,45,99,19,3
97,79,70,49,100,37,88,5,3
100,85,76,63,87,33,86,3,3
96,87,55,61,88,38,100,9,3
58,72,81,59,100,29,75,2,3
94,79,59,57,68,33,100,12,3
97,79,58,52,78,41,100,11,3
88,80,61,56,87,38,100,13,3
91,82,51,60,88,35,100,4,3
100,100,96,73,53,51,76,26,3
79,73,46,49,91,42,100,16,3
100,77,71,51,95,43,95,16,3
95,77,53,57,91,45,100,17,3
78,78,71,61,100,39,78,11,3
71,71,68,55,100,34,86,4,3
62,74,66,67,100,45,85,16,3
74,100,100,81,85,57,72,32,3
87,83,53,60,96,47,100,23,3
71,66,68,61,100,39,70,7,3
99,79,66,54,84,44,100,18,3
79,77,57,62,100,44,83,16,3
82,75,52,47,100,46,98,17,3
92,73,66,49,100,31,78,5,3
83,77,46,53,93,42,100,19,3
100,78,62,51,77,43,95,13,3
83,78,65,58,100,44,84,17,3
78,79,71,60,100,39,85,10,3
73,72,59,52,100,32,88,3,3
75,76,70,52,100,34,88,10,3
100,87,70,70,46,50,56,19,3
70,72,58,62,100,46,87,15,3
71,76,68,56,100,34,84,8,3
95,94,68,67,80,53,100,29,3
100,91,74,68,60,50,77,26,3
100,78,62,55,83,43,99,14,3
100,85,72,59,92,38,93,14,3
93,77,59,50,93,44,100,16,3
100,82,64,58,99,42,93,13,3
100,79,74,50,84,39,86,12,3
100,93,86,66,70,44,87,20,3
89,96,54,65,68,55,100,26,3
100,87,74,58,81,40,74,6,3
89,78,65,54,100,33,97,8,3
100,77,69,54,100,39,99,12,3
100,94,80,67,87,44,82,16,3
100,79,75,54,90,36,100,13,3
81,76,77,60,100,36,75,12,3
79,67,65,47,100,32,75,7,3
83,83,82,60,100,36,77,12,3
82,72,77,56,100,31,75,7,3
100,93,78,65,86,39,87,10,3
89,75,68,49,100,28,82,4,3
100,88,74,60,62,34,96,18,3
100,89,38,72,44,48,91,23,3
100,74,67,51,97,32,96,7,3
85,75,67,46,100,35,86,9,3
80,73,85,54,100,31,74,8,3
100,99,78,69,76,49,91,18,3
76,77,69,56,100,35,89,11,3
100,78,69,52,98,34,94,7,3
94,80,58,54,100,52,87,19,3
94,99,94,62,90,54,100,19,3
100,96,81,66,82,40,87,9,3
100,98,72,72,48,50,81,31,3
89,81,48,61,90,49,100,30,3
68,68,73,66,100,41,74,12,3
100,95,76,72,61,46,59,18,3
75,75,51,51,100,42,97,13,3
85,74,71,61,100,38,81,10,3
92,71,66,48,100,29,80,4,3
64,73,70,61,100,39,82,12,3
82,76,74,47,100,24,74,3,3
87,70,57,43,100,45,90,15,3
100,75,58,53,91,48,89,10,3
100,79,73,58,84,35,90,11,3
100,84,77,63,72,34,67,8,3
92,78,67,52,100,35,84,9,3
98,77,72,55,99,36,92,13,3
100,86,73,65,70,39,70,13,3
72,71,64,60,100,44,78,15,3
99,76,65,55,79,36,100,14,3
100,80,78,60,58,40,57,17,3
100,79,76,52,67,28,89,8,3
100,100,93,74,77,43,96,11,3
98,81,69,60,100,42,85,19,3
98,83,64,62,91,38,100,13,3
100,95,86,66,73,38,88,5,3
84,99,63,66,77,58,100,31,3
100,86,81,59,38,39,78,24,3
93,100,85,65,72,50,100,21,3
100,88,89,64,79,39,75,13,3
96,90,72,61,100,45,86,15,3
82,74,46,57,92,42,100,14,3
93,77,50,57,94,40,100,11,3
96,69,54,58,83,45,81,17,3
82,79,60,56,100,48,74,28,3
99,95,81,63,93,44,100,13,3
96,91,71,63,87,47,100,21,3
100,82,75,62,63,40,75,14,3
100,79,73,52,87,40,87,12,3
100,81,78,61,63,38,60,14,3
96,81,75,60,80,36,81,13,3
95,83,56,58,95,52,100,21,3
100,79,85,54,85,25,64,4,3
67,70,82,48,100,26,77,6,3
99,76,67,55,91,34,96,10,3
100,94,70,68,91,48,94,27,3
100,76,68,53,94,36,78,11,3
100,76,66,53,99,32,83,7,3
91,69,69,47,95,24,74,2,3
99,81,77,61,64,38,67,15,3
100,80,79,59,71,35,73,11,3
100,87,65,66,81,44,98,21,3
95,78,65,57,90,36,81,10,3
100,81,80,59,66,35,66,9,3
96,79,90,55,99,30,74,11,3
0,36,76,35,99,62,89,96,4
0,56,96,57,100,86,79,70,4
27,59,0,38,71,45,98,41,4
0,36,3,34,80,33,99,54,4
0,37,8,34,83,43,86,71,4
5,68,19,45,86,34,100,45,4
26,35,85,35,100,71,73,97,4
19,70,5,42,88,49,100,58,4
8,64,24,37,70,41,100,57,4
19,70,11,40,43,27,89,42,4
20,76,19,52,24,28,71,21,4
0,58,18,34,57,30,95,39,4
13,52,18,22,60,23,93,39,4
14,63,30,49,100,63,94,67,4
8,66,20,46,66,50,77,40,4
23,75,2,50,23,27,93,43,4
25,58,66,56,100,69,92,48,4
2,66,3,45,38,34,68,39,4
1,63,33,40,100,48,94,65,4
10,74,4,48,42,29,100,44,4
0,57,29,37,82,48,100,52,4
0,47,22,27,98,30,100,47,4
0,56,15,31,60,28,100,42,4
0,50,46,35,100,42,100,63,4
7,69,56,55,100,67,86,60,4
0,63,52,50,100,72,62,61,4
32,54,100,59,99,99,72,77,4
0,67,18,43,65,46,92,50,4
14,54,0,21,54,21,99,38,4
0,71,2,47,45,30,100,44,4
0,69,15,42,59,39,100,51,4
0,55,20,33,96,42,87,45,4
18,61,0,27,50,24,85,35,4
